"person";"txt"
"Joey";"Yeah, well, you don't have your racket."
"Ross";"No, no I don't, because it's being restrung, somebody was supposed tobring me one."
"Joey";"Yeah, well you didn't call and leave your grip size."
"Chandler";"Okay, you guys spend waaaay too much time together. (Goes back insideand shuts the door)"
"Ross";"Okay, I'm scum, I'm scum."
"Joey";"Ross, how could you let this happen?"
"Ross";"I don't know, God, I... well, it's not like she's a regular mom, y'know?She's, she's sexy, she's..."
"Joey";"You don't think my mom's sexy?"
"Ross";"Well... not in the same way..."
"Joey";"I'll have you know that Gloria Tribbiani was a handsome woman in her day,alright? You think it's easy giving birth to seven children?"
"Ross";"Okay, I think we're getting into a weird area here..."
"Rachel";"Hey."
"Ross";"Hey."
"Rachel";"What're you guys doing out here?"
"Ross";"Well, not playing raquetball!"
"Joey";"He forgot to leave his grip size!"
"Ross";"He didn't get the goggles!"
"Rachel";"Well,sounds like you two have issues."
"Rachel";"Goodbye, baby."
"Paolo";"Ciao, bela."
"Ross";"Do they wait for me to do this?"
"Joey";"So are you gonna tell him?"
"Ross";"Why would I tell him?"
"Joey";"How about 'cause if you don't, his mother might."
"Ross";"Oh..."
"Monica";"(Entering) What are you guys doing here?"
"Joey";"Uhhhh.... he's not even wearing a jockstrap!"
"Monica";"...What did I ask?"
"Monica";"Hi."
"Phoebe";"Hi."
"Monica";"What are you doing here?"
"Phoebe";"Nothing, I just thought I'd stop by.. y'know, after the uh... that I..y'know, so what are you doing here?"
"Monica";"I'm not really here. Just thought I'd drop these off...on the way.. myway... Do you come here a lot? Without me?"
"Phoebe";"No. (Monica brushes Coma Guy's hair in the other direction) No! No!...So, um, do you think he's doing any better than he was this morning?"
"Monica";"How would I know? I-I wasn't here."
"Phoebe";"Really? Not even to, um, change his PAJAMAS?! (Whips back the sheet toreveal him wearing new pajamas.)"
"Chandler";"Oh my God."
"Ross";"You're my friend. I-I had to tell you."
"Chandler";"I can't believe it. Paolo kissed my mom?"
"Ross";"Yeah, um, I don't know if you noticed, but he had a lot to drink, and youknow how he gets when he's drun..uh... (He has caught sight of Joey scowling at him) Ican't do this, I did it, it was me, I'm sorry, I kissed your mom."
"Chandler";"What?"
"Ross";"I was really upset about Rachel and Paolo, and I think I had too muchtequila, and Nora- um, Mrs. Mom- your Bing- was just being nice, y'know, and- But nothinghappened, nothing- Ask Joey, Joey, uh, came in-"
"Chandler";"(To Joey) You knew about this?"
"Joey";"Uh... y'know, knowledge is a tricky thing."
"Chandler";"I spent the entire day with you, why didn't you tell me?!"
"Joey";"Hey, hey, hey, you're lucky I caught them when I did, or else who knowswhat woulda happened."
"Ross";"Thanks, man, big help."
"Chandler";"(To Ross) I can't believe this! What the hell were you thinking?"
"Ross";"I wasn't- I mean, I-"
"Chandler";"Y'know, of all my friends, no-one knows the crap I go through with mymom more than you."
"Ross";"I know-"
"Chandler";"I can't believe you did this. (Walks toward the door)"
"Ross";"Chandler-"
"Joey";"Me neither, y'know what-"
"Chandler";"I'm still mad at you for not telling me."
"Joey";"What are you mad at me for?!"
"Ross";"Chandler-"
"Chandler";"You gotta let me slam the door! (Leaves; slams the door)"
"Joey";"(Shouting after him) Chandler, I didn't kiss her, he did! (To Ross) Seewhat happens when you break the code?"
"Ross";"Joey-"
"Joey";"Ah! (Points to door) Huh? (Leaves and slams the door)"
"Monica";"Hey."
"Rachel";"Hey."
"Monica";"(Reading) 'A Woman Undone, by Rachel Karen Green'."
"Rachel";"Yeah. Thought I'd give it a shot. I'm still on the first chapter. Now,do you think his 'love stick can be liberated from its denim prison'?"
"Monica";"(Reads) Yeah, I'd say so. And there's no 'j' in 'engorged'."
"Phoebe";"(Walks up with her guitar) Hey Rach."
"Rachel";"Hey."
"Phoebe";"Hello."
"Monica";"Hello."
"Phoebe";"Going to the hospital tonight?"
"Monica";"No, you?"
"Phoebe";"No, you?"
"Monica";"You just asked me."
"Phoebe";"Okay, maybe it was a trick question. (Plays a few chords) Um, Rachel canwe do this now?"
"Rachel";"Okay. (Writes a little more) I am so hot!"
"Joey";"(To Ross, on the couch) Now, here's a picture of my mother and father ontheir wedding day. Now you tell me she's not a knockout."
"Ross";"I cannot believe we're having this conversation."
"Joey";"C'mon! Just try to picture her not pregnant, that's all."
"Rachel";"(Into microphone) Central Perk is proud to present Miss Phoebe Buffay."
"Phoebe";"Thanks. Hi, um, 'kay. I'd like to start with a song that's about a manthat I recently met, who's, um, come to be very important to me. (Monica gives her a look)'Kay. (Sung:)"
"Rachel";"(Into mike) Okay, that was Phoebe Buffay, everybody. Woo!"
"Chandler";"What was that?"
"Ross";"Oh, uh, Phoebe just started a..."
"Chandler";"Yeah, I believe I was talking to Joey, alright there, Mother-Kisser?(Goes to the counter)"
"Joey";"(Laughing) Mother-Kisser... (Sees Ross's look) I'll shut up."
"Ross";"Chandler, can I just say something? I-I know you're still mad at me, Ijust wanna say that there were two people there that night. Okay? Two sets of lips."
"Chandler";"Yes, well, I expect this from her. Okay? She's always been a Freudiannightmare."
"Ross";"Okay, well, if she always behaves like this, why don't you say something?"
"Chandler";"Because it's complicated, it's complex- Hey, you kissed my mom!"
"Ross";"(To the rest of Central Perk) We're rehearsing a Greek play."
"Chandler";"That's very funny. We done now?"
"Ross";"No! Okay, you mean, you're not gonna talk to her, you're not gonna tellher how you feel?"
"Chandler";"That would be no. Look, just because you played tonsil tennis with mymom doesn't mean you know her. Alright? Trust me, you can't talk to her."
"Ross";"Okay, 'you' can't, or (Points to Chandler) you can't? (Chandler grabs hisfinger) Okay, that's my finger. (Chandler twists it and Ross goes down on one knee)That's, that's my knee. (To Central Perk) Still doing the play. Aaah!"
"Phoebe";"Alright, whadyou do with him?"
"Monica";"Oh! You're awake!"
"Phoebe";"Look at you! How, how do you feel?"
"Coma Guy";"Uh, a little woozy, but basically okay."
"Monica";"You look good!"
"Coma Guy";"I feel good! ...Who are you?"
"Monica";"Oh, sorry."
"Phoebe";"I'm Phoebe Buffay."
"Monica";"I'm Monica Geller. I've been taking care of you."
"Phoebe";"Well, we both have."
"Coma Guy";"So, the Etch-a-Sketch is from you guys?"
"Phoebe";"Well, actually it's just from me."
"Monica";"I got you the foot massager."
"Phoebe";"You know who shaved you? That was me."
"Monica";"I read to you."
"Phoebe";"I sang. (To Monica) Hah!"
"Coma Guy";"Well,... thanks."
"Monica";"Oh, my pleasure."
"Phoebe";"You're welcome."
"Coma Guy";"So. I guess I'll see you around."
"Phoebe";"What, that's it?"
"Monica";""See you around?""
"Coma Guy";"Well, what do you want me to say?"
"Monica";"Oh, I don't know. Maybe, um, "That was nice?" Admit somethingto me? "I'll call you?""
"Coma Guy";"Alright, I'll call you."
"Phoebe";"I don't think you mean that."
"Monica";"This is so typical. Y'know, we give, and we give, and we give. And then-we just get nothing back! And then one day, y'know, it's just, you wake up, and "Seeyou around!" Let's go, Phoebe."
"Phoebe";"Y'know what? We thought you were different. But I guess it was just thecoma."
"Mrs. Bing";"Car's waiting downstairs, I just wanted to drop off these copies ofmy book for your friends. Anything you want from Lisbon?"
"Chandler";"No, just knowing you're gonna be there is enough."
"Mrs. Bing";"Alright, well, be good, I love you. (Kisses him and goes to leave)"
"Chandler";"You kissed my best Ross! ...Or something to that effect."
"Mrs. Bing";"(Reentering) O-kay. Look, it, it was stupid."
"Chandler";"Really stupid."
"Mrs. Bing";"Really stupid. And I don't even know how it happened. I'm sorry,honey, I promise it will never happen again. Are we okay now?"
"Chandler";"Yeah. No. No..."
"Ross";"Ah, the forbidden love of a man and his door."
"Joey";"Shh. He did it. He told her off, and not just about the kiss, abouteverything."
"Ross";"You're kidding."
"Joey";"No, no. He said "When are you gonna grow up and start being amom?""
"Ross";"Wow!"
"Joey";"Then she came back with "The question is, when are you gonna grow upand realise I have a bomb?""
"Ross";"'Kay, wait a minute, are you sure she didn't say "When are you gonnagrow up and realise I am your mom?""
"Joey";"That makes more sense."
"Ross";"So, what's going on now?"
"Joey";"I dunno, I've been standing here spelling it out for you! (Goes back tothe door) I don't hear anything. Oh, wait, wait, wait. (Looks through the spyhole)"
"Ross";"Whaddya see?"
"Joey";"Hard to tell, they're so tiny and upside-down. Wait, wait. They're walkingaway... they're walking away... No, no they're not, they're coming right at us! Run! Run!"
"Mrs. Bing";"You okay, kiddo?"
"Chandler";"Yeah, okay."
"Mrs. Bing";"Alright. (Kisses him)"
"Chandler";"Nice save."
"Ross";"(Very politely) Mrs. Bing."
"Mrs. Bing";"Mr. Geller."
"Chandler";"Hey."
"Ross";"You mean that?"
"Chandler";"Yeah, why not. (They shake hands) So I told her."
"Ross";"Yeah? How'd it go?"
"Chandler";"Awful. Awful. Couldn'ta gone worse."
"Ross";"Well, howdya feel?"
"Chandler";"Pretty good! I told her."
"Ross";"Well, see? So, maybe it wasn't such a bad idea, y'know, me kissing yourmom, uh? Huh? (Wags his finger at Chandler, then puts it down) But.. we don't have to godown that road."
"Rachel";"Okay. Now this is just the first chapter, and I want your absolutehonest opinion. Oh, oh, and on page two, he's not 'reaching for her heaving beasts'."
"Monica";"What's a 'niffle'?"
"Joey";"You usually find them on the 'heaving beasts'."
"Rachel";"Alright, alright, so I'm not a great typist..."
"Ross";"Wait, did you get to the part about his 'huge throbbing pens'? Tell ya,you don't wanna be around when he starts writing with those!"
"Rachel";"Alright, that's it! Give it back! That's it!"
"Chandler";"No-no-no-no, we're done."
"Joey";"Ross, did you really read all these baby books?"
"Ross";"Yup! You could plunk me down in the middle of any woman's uterus, nocompass, and I can find my way out of there like that! (snaps fingers)"
"Phoebe";"Ooh, this is cool...it says in some parts of the world, people actuallyeat the placenta. (Joey grimaces)"
"Chandler";"And, we're done with the yogurt. (Sets yogurt down on table)"
"Phoebe";"(softly) Sorry. (Camera pans back to Monica, still on phone)"
"Monica";"Aunt Syl, I did this as a favor, I am not a caterer. What do you want meto do with a dozen lasagnas? (listens to Aunt Syl on phone, looks shocked) Nice talk, AuntSyl. (in New York accent) You kiss Uncle Freddie with that mouth?"
"Joey";"Hey Ross, listen, you know that right now, your baby's only this big?(measures about 2 inches with his thumb and index finger) This is your baby. (in baby-likevoice) Hi Daddy!"
"Ross";"(waves) Hello!"
"Rachel";"Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos (touchingPaolo's nose with forefinger with each syllable)"
"Monica";"So, did I hear Poconos?"
"Rachel";"Yes, my sister's giving us her place for the weekend."
"Phoebe";"Woo-hoo, first weekend away together!"
"Monica";"Yeah, that's a big step."
"Rachel";"I know..."
"Chandler";"(to Ross) Ah, it's just a weekend, big deal!"
"Ross";"Wasn't this supposed to be just a fling, huh? Shouldn't it be...(makesflinging motions with hands) flung by now?"
"Rachel";"I mean, we are way past the fling thing, I mean, I am feeling thingsthat I've only read about in Danielle Steele books, you know? I mean, when I'm with him,I'm totally, totally..."
"Ross";"...nauseous, I'm physically nauseous. What am I supposed to do, huh? Callimmigration? (pauses, looks suddenly inspired) I could call immigration!"
"Joey";"I love babies, with their little baby shoes, and their little baby toes,and their little baby hands..."
"Chandler";"Ok, you're going to have to stop that, forever!"
"Joey";"Need a new table."
"Chandler";"You think?"
"Carol";"Hey hey, come on in!"
"Ross";"Hey, hello! mmwa! (kisses Carol) I brought all the books, and Monica sendsher love, along with this lasagna."
"Carol";"Oh great! Is it vegetarian, 'cause Susan doesn't eat meat."
"Carol";"So, I got the results of the amnio today."
"Carol";"Totally and completely healthy!"
"Ross";"Oh, that's great, that is great! (Hugs and kisses Carol. Then picks up apicture frame)"
"Ross";"Hey, when did you and Susan meet Huey Lewis?"
"Carol";"Uh, that's our friend Tanya."
"Carol";"Don't you want to know about the sex?"
"Carol";"The sex of the baby, Ross."
"Ross";"Oh, you know the sex of the baby? Oh, oh-oh-oh!"
"Carol";"Do you want to know?"
"Ross";"No, no, no, no, no, I don't want to know, absolutely not. I think, youknow, I think you should know until you look down there, and say, oop, there it is!(pauses) Or isn't..."
"Susan";"Oh, hello Ross!"
"Ross";"Susan..."
"Susan";"So, so, did you hear?"
"Ross";"Yes, we did, everything's A-OK!"
"Susan";"Oh, that's so... (Susan hugs Carol, they giggle, Ross steps away) Itreally is...do we know...?"
"Carol";"Yes, we certainly do, it's going to be..."
"Susan";"Oh, well, is it what we thought it would be?"
"Carol";"Mm-hmmm (Susan and Carol hug, giggling. Ross stands back, reaches out andlightly taps Susan's shoulder)"
"Ross";"Ok, what, what...ok, what did we think it was going to be?"
"";":"
"Carol";"Well, thanks for the books."
"Ross";"No problem, ok, mmmwa (kisses Carol) oh, mmmwa (kisses Carol's stomach,then punches Susan's shoulder) Susan... (Ross leaves.)"
"Susan";"All right, who should we call first, your folks, or Deb and Rona?(intercom buzzer rings)"
"Carol";"Hello?"
"Chandler";"Ok, so it's just because it was my table, I have to buy a new one?"
"Joey";"That's the rule."
"Chandler";"What rule? There's no rule, if anything, you owe me a table!"
"Joey";"How'd you get to that?"
"Chandler";"Well, I believe the piece of furniture was fine until your littlebreakfast adventure with Angela Delvecchio"
